Sample Name,FID RT,Compound Name,Formula,Match Factor,Catalyst,Reaction Temperature (C),Reaction pressure (psi),Gas
MBPR032,6.4544,"Heptane, 3-methyl-",C8H18,92.04112967,BEA,287,150,N2
MBPR029,6.4565,"Heptane, 3-methyl-",C8H18,94.04657563,BEA,275,115,N2
MBPR022,6.4634,"Heptane, 3-methyl-",C8H18,88.47771402,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,6.4639,"Heptane, 3,4,5-trimethyl-",C10H22,92.89835949,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,6.4649,"Heptane, 3-methyl-",C8H18,93.85334478,BEA,282,130,N2
MBPR023,6.466,"Heptane, 3-methyl-",C8H18,89.65111308,BEA,285,138,N2
MBPR039_02,6.5886,"Cyclohexane, 1,3-dimethyl-, cis-",C8H16,84.55775606,Ru/C 5wt.%,280,134,N2
MBPR038_02,6.5897,"Cyclohexane, 1,3-dimethyl-, trans-",C8H16,88.85597219,Ru/C 5wt.%,280,134,N2
MBPR028,6.5981,"2-Pentene, 2,4,4-trimethyl-",C8H16,82.85810375,Ru/C+BEA 5wt.%,272,130,N2
MBPR031,6.5985,"2-Pentene, 2,4,4-trimethyl-",C8H16,72.02010018,Ru/C+BEA 5wt.%,280,157,N2
MBPR032,6.5992,"Cyclohexane, 1,3-dimethyl-, cis-",C8H16,84.91021519,BEA,287,150,N2
MBPR029,6.6008,"Cyclohexane, 1,3-dimethyl-, cis-",C8H16,83.24952538,BEA,275,115,N2
MBPR025,6.6074,"Cyclohexane, 1,3-dimethyl-, cis-",C8H16,82.20460634,Ru/C+BEA 5wt.%,278,145,N2
MBPR023,6.6103,"Cyclohexane, 1,3-dimethyl-, cis-",C8H16,72.48794408,BEA,285,138,N2
MBPR026,6.6117,"Cyclohexane, 1,3-dimethyl-, trans-",C8H16,82.40019019,BEA,282,130,N2
MBPR039_02,6.6611,"Heptane, 4-ethyl-2,2,6,6-tetramethyl-",C13H28,73.24944726,Ru/C 5wt.%,280,134,N2
MBPR038_02,7.0826,Octane,C8H18,93.04401804,Ru/C 5wt.%,280,134,N2
MBPR039_02,7.0844,Octane,C8H18,90.95207896,Ru/C 5wt.%,280,134,N2
MBPR032,7.0895,"Cyclopentane, 1,2,4-trimethyl-",C8H16,81.17679923,BEA,287,150,N2
MBPR028,7.094,Octane,C8H18,92.9645912,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,7.0946,Octane,C8H18,88.30297176,BEA,275,115,N2
MBPR022,7.0981,"Hexane, 2,3,4-trimethyl-",C9H20,75.9740626,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,7.101,"Heptane, 2,4-dimethyl-",C9H20,92.71581824,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,7.101,"Heptane, 2,4-dimethyl-",C9H20,87.34337982,BEA,282,130,N2
MBPR039_02,7.2381,"Cyclohexane, 1,3-dimethyl-, trans-",C8H16,89.19939665,Ru/C 5wt.%,280,134,N2
MBPR038_02,7.2383,"Cyclohexane, 1,4-dimethyl-, cis-",C8H16,83.37098485,Ru/C 5wt.%,280,134,N2
MBPR032,7.2484,"Cyclohexane, 1,4-dimethyl-",C8H16,82.91310821,BEA,287,150,N2
MBPR022,7.2571,"2-Pentene, 2,4,4-trimethyl-",C8H16,65.57829823,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,7.2571,"2-Pentene, 2,4,4-trimethyl-",C8H16,80.51277762,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,7.2576,"Cyclohexane, 1,4-dimethyl-",C8H16,89.38417329,BEA,282,130,N2
MBPR039_02,7.4486,"Heptane, 4,4-dimethyl-",C9H20,76.48286326,Ru/C 5wt.%,280,134,N2
MBPR038_02,7.6133,"Hexane, 3-ethyl-",C8H18,91.0257119,Ru/C 5wt.%,280,134,N2
MBPR039_02,7.6147,"Heptane, 2,4-dimethyl-",C9H20,92.19243544,Ru/C 5wt.%,280,134,N2
MBPR032,7.6211,"Hexane, 3-ethyl-",C8H18,82.92142388,BEA,287,150,N2
MBPR029,7.6248,"Heptane, 2,4-dimethyl-",C9H20,90.97326402,BEA,275,115,N2
MBPR022,7.6284,"Pentane, 2,3,3,4-tetramethyl-",C9H20,70.03532873,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,7.6293,"Hexane, 3-ethyl-",C8H18,90.26290506,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,7.6342,"Heptane, 2,4-dimethyl-",C9H20,86.027536,BEA,282,130,N2
MBPR038_02,7.7658,"Heptane, 2,6-dimethyl-",C9H20,89.99022069,Ru/C 5wt.%,280,134,N2
MBPR039_02,7.7666,"Octane, 2-methyl-",C9H20,88.65581551,Ru/C 5wt.%,280,134,N2
MBPR028,7.7754,"Octane, 2-methyl-",C9H20,87.81986747,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,7.7754,"Heptane, 2,6-dimethyl-",C9H20,86.51931472,BEA,287,150,N2
MBPR029,7.7764,"Heptane, 2,6-dimethyl-",C9H20,88.07769282,BEA,275,115,N2
MBPR022,7.7818,"Heptane, 2,6-dimethyl-",C9H20,77.81345366,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,7.7843,"Heptane, 2,6-dimethyl-",C9H20,89.2092019,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,7.7853,"Heptane, 2,6-dimethyl-",C9H20,86.34710934,BEA,282,130,N2
MBPR023,7.7864,"Heptane, 2,6-dimethyl-",C9H20,91.42937793,BEA,285,138,N2
MBPR039_02,7.9269,"Heptane, 3,5-dimethyl-",C9H20,92.93207049,Ru/C 5wt.%,280,134,N2
MBPR038_02,7.9269,"Heptane, 3,5-dimethyl-",C9H20,94.44469017,Ru/C 5wt.%,280,134,N2
MBPR031,7.9346,"Heptane, 3,5-dimethyl-",C9H20,89.28554707,Ru/C+BEA 5wt.%,280,157,N2
MBPR028,7.9361,"Heptane, 3,5-dimethyl-",C9H20,90.17659581,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,7.9363,"Heptane, 3,5-dimethyl-",C9H20,93.94562295,BEA,287,150,N2
MBPR029,7.9371,"Heptane, 3,5-dimethyl-",C9H20,92.02779371,BEA,275,115,N2
MBPR022,7.9404,"Heptane, 3,5-dimethyl-",C9H20,78.43067931,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,7.9423,"Heptane, 3,5-dimethyl-",C9H20,88.90863869,Ru/C+BEA 5wt.%,278,145,N2
MBPR023,7.9451,"Heptane, 3,5-dimethyl-",C9H20,87.15071839,BEA,285,138,N2
MBPR026,7.9452,"Heptane, 3,5-dimethyl-",C9H20,94.85571164,BEA,282,130,N2
MBPR039_02,8.0388,"1,1,4-Trimethylcyclohexane",C9H18,76.63485903,Ru/C 5wt.%,280,134,N2
MBPR029,8.0508,"1,1,4-Trimethylcyclohexane",C9H18,82.0515804,BEA,275,115,N2
MBPR026,8.0592,"1,1,4-Trimethylcyclohexane",C9H18,72.44920901,BEA,282,130,N2
MBPR039_02,8.3349,"Cyclohexane, 1,3,5-trimethyl-",C9H18,83.43033663,Ru/C 5wt.%,280,134,N2
MBPR032,8.3414,"Cyclohexane, 1,3,5-trimethyl-",C9H18,75.40655366,BEA,287,150,N2
MBPR029,8.3451,"Cyclohexane, 1,3,5-trimethyl-",C9H18,81.07971786,BEA,275,115,N2
MBPR026,8.352,"Cyclohexane, 1,3,5-trimethyl-",C9H18,85.98888048,BEA,282,130,N2
MBPR038_02,8.4212,"Hexane, 3-ethyl-",C8H18,84.36704366,Ru/C 5wt.%,280,134,N2
MBPR039_02,8.422,"Heptane, 2,3-dimethyl-",C9H20,83.23440521,Ru/C 5wt.%,280,134,N2
MBPR029,8.4315,"Heptane, 3,4,5-trimethyl-",C10H22,80.42173269,BEA,275,115,N2
MBPR032,8.4334,"1-Undecene, 7-methyl-",C12H24,79.83523276,BEA,287,150,N2
MBPR026,8.4402,"Heptane, 2,3-dimethyl-",C9H20,82.42353743,BEA,282,130,N2
MBPR038_02,8.6049,"Octane, 2-methyl-",C9H20,94.00894884,Ru/C 5wt.%,280,134,N2
MBPR039_02,8.6061,"Octane, 2-methyl-",C9H20,93.03858256,Ru/C 5wt.%,280,134,N2
MBPR031,8.6127,"Heptane, 2,3-dimethyl-",C9H20,89.14579664,Ru/C+BEA 5wt.%,280,157,N2
MBPR032,8.6134,"Undecane, 5-methyl-",C12H26,92.53181171,BEA,287,150,N2
MBPR028,8.6143,"Octane, 2-methyl-",C9H20,91.31245584,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,8.6156,"Octane, 2-methyl-",C9H20,91.23224549,BEA,275,115,N2
MBPR022,8.6218,"Octane, 2-methyl-",C9H20,92.23628373,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,8.6223,"Octane, 2-methyl-",C9H20,93.01013667,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,8.6241,"Octane, 2-methyl-",C9H20,94.89842824,BEA,282,130,N2
MBPR023,8.6248,"Octane, 2-methyl-",C9H20,90.15311956,BEA,285,138,N2
MBPR038_02,8.7601,"Benzene, 1,3-dimethyl-",C8H10,81.3931911,Ru/C 5wt.%,280,134,N2
MBPR039_02,8.7615,"Octane, 3-methyl-",C9H20,85.2713681,Ru/C 5wt.%,280,134,N2
MBPR031,8.7699,"Hexane, 2-phenyl-3-propyl-",C15H24,67.49592004,Ru/C+BEA 5wt.%,280,157,N2
MBPR028,8.7709,"Hexane, 2-phenyl-3-propyl-",C15H24,70.51813204,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,8.7712,"Benzene, 1,3-dimethyl-",C8H10,86.10372147,BEA,287,150,N2
MBPR029,8.7721,"Octane, 3-methyl-",C9H20,80.26497075,BEA,275,115,N2
MBPR022,8.776,"Hexane, 2-phenyl-3-propyl-",C15H24,62.26016587,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,8.7788,"Hexane, 2-phenyl-3-propyl-",C15H24,70.41873559,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,8.781,"Benzene, 1,3-dimethyl-",C8H10,80.8607028,BEA,282,130,N2
MBPR023,8.7814,"Benzene, (3,3-dimethylbutyl)-",C12H18,69.69628204,BEA,285,138,N2
MBPR039_02,8.8999,"1-Undecene, 7-methyl-",C12H24,81.43394262,Ru/C 5wt.%,280,134,N2
MBPR038_02,8.8999,"1,1,4-Trimethylcyclohexane",C9H18,75.22105688,Ru/C 5wt.%,280,134,N2
MBPR029,8.91,"Cyclopentane, (1,1-dimethylethyl)-",C9H18,72.71387235,BEA,275,115,N2
MBPR026,8.9192,"Cyclohexane, 1,3,5-trimethyl-",C9H18,79.72471401,BEA,282,130,N2
MBPR039_02,9.0345,"Cyclooctane, (1-methylpropyl)-",C12H24,75.96650218,Ru/C 5wt.%,280,134,N2
MBPR039_02,9.149,"1-Ethyl-3-methylcyclohexane (c,t)",C9H18,89.24734635,Ru/C 5wt.%,280,134,N2
MBPR038_02,9.1497,"Cyclohexane, 1-isopropyl-1-methyl-",C10H20,82.77193391,Ru/C 5wt.%,280,134,N2
MBPR032,9.1578,"3,5-Dimethyl-3-heptene",C9H18,74.8666759,BEA,287,150,N2
MBPR029,9.1581,"1-Ethyl-3-methylcyclohexane (c,t)",C9H18,84.71732501,BEA,275,115,N2
MBPR026,9.1644,"1-Ethyl-3-methylcyclohexane (c,t)",C9H18,79.54290719,BEA,282,130,N2
MBPR038_02,9.2882,Ethylbenzene,C8H10,82.0012023,Ru/C 5wt.%,280,134,N2
MBPR039_02,9.2903,"Benzene, 1,3-dimethyl-",C8H10,85.26050247,Ru/C 5wt.%,280,134,N2
MBPR032,9.2996,"Benzene, 1,3-dimethyl-",C8H10,86.11403656,BEA,287,150,N2
MBPR028,9.3014,"Benzene, 1,3-dimethyl-",C8H10,82.70964378,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,9.304,Ethylbenzene,C8H10,78.19248854,BEA,275,115,N2
MBPR026,9.308,Ethylbenzene,C8H10,87.83693197,BEA,282,130,N2
MBPR038_02,9.3845,"Hexane, 3,3-dimethyl-",C8H18,90.24844475,Ru/C 5wt.%,280,134,N2
MBPR039_02,9.3862,"Hexane, 3,3-dimethyl-",C8H18,90.37817144,Ru/C 5wt.%,280,134,N2
MBPR025,9.401,"Octane, 2-methyl-",C9H20,84.8236466,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,9.4037,Nonane,C9H20,81.50885826,BEA,282,130,N2
MBPR022,9.5923,"Cyclohexane, 1-isopropyl-1-methyl-",C10H20,60.67173181,Ru/C+BEA 5wt.%,281,138,N2
MBPR026,9.5928,"1-Ethyl-3-methylcyclohexane (c,t)",C9H18,74.88039834,BEA,282,130,N2
MBPR023,9.596,"Cyclohexane, 1-isopropyl-1-methyl-",C10H20,60.3601579,BEA,285,138,N2
MBPR039_02,9.7374,"Heptane, 3,5-dimethyl-",C9H20,62.71162506,Ru/C 5wt.%,280,134,N2
MBPR038_02,9.7605,"Heptane, 3,4,5-trimethyl-",C10H22,91.0793468,Ru/C 5wt.%,280,134,N2
MBPR039_02,9.7637,"Decane, 5-methyl-",C11H24,89.3915933,Ru/C 5wt.%,280,134,N2
MBPR032,9.7725,"Heptane, 3-methyl-",C8H18,88.11426592,BEA,287,150,N2
MBPR028,9.7739,"Heptane, 3-methyl-",C8H18,90.53552932,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,9.7749,"Heptane, 3,4,5-trimethyl-",C10H22,92.51780939,BEA,275,115,N2
MBPR025,9.7796,"Heptane, 2,4-dimethyl-",C9H20,82.10621393,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,9.7808,"4,4-Dimethyl octane",C10H22,87.83664757,BEA,282,130,N2
MBPR038_02,9.9133,"Heptane, 2,3,4-trimethyl-",C10H22,90.20544229,Ru/C 5wt.%,280,134,N2
MBPR039_02,9.9143,"Heptane, 2,3,4-trimethyl-",C10H22,91.7137349,Ru/C 5wt.%,280,134,N2
MBPR029,9.9229,"Nonane, 4-methyl-",C10H22,93.06367136,BEA,275,115,N2
MBPR028,9.9235,"Heptane, 3,3,4-trimethyl-",C10H22,89.41029702,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,9.9248,"Heptane, 2,3,4-trimethyl-",C10H22,91.14586155,BEA,287,150,N2
MBPR025,9.9303,"Nonane, 4-methyl-",C10H22,91.41011962,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,9.9327,"Octane, 2,5-dimethyl-",C10H22,91.43175164,BEA,282,130,N2
MBPR023,9.9339,"Hexane, 2,4,4-trimethyl-",C9H20,89.06936219,BEA,285,138,N2
MBPR038_02,10.0018,"Octane, 2,7-dimethyl-",C10H22,83.40310818,Ru/C 5wt.%,280,134,N2
MBPR039_02,10.0032,"Octane, 2,7-dimethyl-",C10H22,84.55851933,Ru/C 5wt.%,280,134,N2
MBPR029,10.0126,"Octane, 2,7-dimethyl-",C10H22,81.89809411,BEA,275,115,N2
MBPR025,10.019,"Octane, 2,7-dimethyl-",C10H22,86.48474534,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,10.0201,"Octane, 2,7-dimethyl-",C10H22,90.74251557,BEA,282,130,N2
MBPR023,10.0228,"Octane, 2,7-dimethyl-",C10H22,78.35076098,BEA,285,138,N2
MBPR038_02,10.1024,"Undecane, 6,6-dimethyl-",C13H28,90.93739698,Ru/C 5wt.%,280,134,N2
MBPR039_02,10.1032,"Undecane, 6,6-dimethyl-",C13H28,90.54596665,Ru/C 5wt.%,280,134,N2
MBPR032,10.1102,"Undecane, 6,6-dimethyl-",C13H28,90.3207681,BEA,287,150,N2
MBPR028,10.1129,"Undecane, 6,6-dimethyl-",C13H28,92.34583266,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,10.1129,"Octane, 3,6-dimethyl-",C10H22,93.1716498,BEA,275,115,N2
MBPR025,10.1182,"Octane, 3,6-dimethyl-",C10H22,92.48739728,Ru/C+BEA 5wt.%,278,145,N2
MBPR022,10.1184,"Octane, 2,6-dimethyl-",C10H22,85.70862651,Ru/C+BEA 5wt.%,281,138,N2
MBPR023,10.1206,"Octane, 3,6-dimethyl-",C10H22,84.43370179,BEA,285,138,N2
MBPR026,10.1209,"Octane, 3,6-dimethyl-",C10H22,92.68836699,BEA,282,130,N2
MBPR038_02,10.2222,"Undecane, 6,6-dimethyl-",C13H28,84.72778,Ru/C 5wt.%,280,134,N2
MBPR039_02,10.2243,"Octane, 3,6-dimethyl-",C10H22,83.41369925,Ru/C 5wt.%,280,134,N2
MBPR032,10.2323,"Undecane, 6,6-dimethyl-",C13H28,76.12885979,BEA,287,150,N2
MBPR026,10.24,"Octane, 3,6-dimethyl-",C10H22,81.44560872,BEA,282,130,N2
MBPR039_02,10.5274,"Heptane, 3-ethyl-2-methyl-",C10H22,90.30957612,Ru/C 5wt.%,280,134,N2
MBPR038_02,10.5303,"Undecane, 5,6-dimethyl-",C13H28,85.87338071,Ru/C 5wt.%,280,134,N2
MBPR028,10.5432,"Heptane, 3-ethyl-2-methyl-",C10H22,74.08439302,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,10.5482,"Heptane, 2,3,5-trimethyl-",C10H22,80.85387342,BEA,282,130,N2
MBPR039_02,10.662,"Heptane, 3,3,4-trimethyl-",C10H22,79.48101046,Ru/C 5wt.%,280,134,N2
MBPR038_02,10.6639,"Nonane, 4-methyl-",C10H22,78.6429391,Ru/C 5wt.%,280,134,N2
MBPR032,10.6735,"1-Hexene, 3,5,5-trimethyl-",C9H18,69.88564955,BEA,287,150,N2
MBPR029,10.6764,"1-Hexene, 2,5,5-trimethyl-",C9H18,57.44867848,BEA,275,115,N2
MBPR025,10.6787,"Heptane, 3,3,4-trimethyl-",C10H22,89.68286715,Ru/C+BEA 5wt.%,278,145,N2
MBPR028,10.6807,"2-Hexene, 2,5,5-trimethyl-",C9H18,72.02036265,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,10.6833,"Hexane, 2,4,4-trimethyl-",C9H20,78.30842486,BEA,282,130,N2
MBPR039_02,10.6882,2-(Butyliden-2-one)tetrahydrofuran,C8H12O2,66.20571776,Ru/C 5wt.%,280,134,N2
MBPR038_02,10.7148,"Nonane, 2-methyl-",C10H22,87.82985786,Ru/C 5wt.%,280,134,N2
MBPR039_02,10.7158,"Nonane, 4-methyl-",C10H22,88.33970191,Ru/C 5wt.%,280,134,N2
MBPR038_02,10.7236,"Benzene, 1-ethyl-4-methyl-",C9H12,79.06069482,Ru/C 5wt.%,280,134,N2
MBPR039_02,10.7243,"Benzene, (1-methylethyl)-",C9H12,80.47971466,Ru/C 5wt.%,280,134,N2
MBPR028,10.7266,"Nonane, 2-methyl-",C10H22,80.06704227,Ru/C+BEA 5wt.%,272,130,N2
MBPR031,10.7267,"Butane, 2,2-dimethyl-",C6H14,82.89939588,Ru/C+BEA 5wt.%,280,157,N2
MBPR032,10.7269,"Nonane, 2-methyl-",C10H22,84.63570992,BEA,287,150,N2
MBPR029,10.7272,"Nonane, 2-methyl-",C10H22,87.4813326,BEA,275,115,N2
MBPR022,10.7302,"Nonane, 2-methyl-",C10H22,72.5852687,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,10.7324,"Nonane, 2-methyl-",C10H22,83.11791281,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,10.7335,"Nonane, 2-methyl-",C10H22,85.97006031,BEA,282,130,N2
MBPR032,10.7341,"Benzene, 1-ethyl-4-methyl-",C9H12,76.8374522,BEA,287,150,N2
MBPR023,10.7348,"Octane, 3-methyl-",C9H20,81.86463191,BEA,285,138,N2
MBPR029,10.7349,"Benzene, 1-ethyl-4-methyl-",C9H12,76.79085159,BEA,275,115,N2
MBPR026,10.7421,"Benzene, 1,2,3-trimethyl-",C9H12,80.78062165,BEA,282,130,N2
MBPR038_02,10.8497,"Undecane, 6,6-dimethyl-",C13H28,87.98754521,Ru/C 5wt.%,280,134,N2
MBPR039_02,10.8516,"Nonane, 3-methyl-",C10H22,88.02386694,Ru/C 5wt.%,280,134,N2
MBPR038_02,10.856,"Benzene, 1,2,3-trimethyl-",C9H12,80.4587503,Ru/C 5wt.%,280,134,N2
MBPR028,10.86,"Undecane, 6,6-dimethyl-",C13H28,89.13856824,Ru/C+BEA 5wt.%,272,130,N2
MBPR031,10.8602,"Benzene, 1,2,3-trimethyl-",C9H12,68.99175055,Ru/C+BEA 5wt.%,280,157,N2
MBPR029,10.8615,"Undecane, 6,6-dimethyl-",C13H28,89.32637563,BEA,275,115,N2
MBPR032,10.8619,"Octane, 3,6-dimethyl-",C10H22,82.94609637,BEA,287,150,N2
MBPR022,10.8658,"Benzene, (1,3,3-trimethylnonyl)-",C18H30,61.48472451,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,10.8666,"Octane, 3,6-dimethyl-",C10H22,89.04217432,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,10.8686,"Undecane, 6,6-dimethyl-",C13H28,90.44661925,BEA,282,130,N2
MBPR023,10.8713,"Decane, 3,4-dimethyl-",C12H26,67.32404041,BEA,285,138,N2
MBPR023,10.8713,"Decane, 3,4-dimethyl-",C12H26,67.32404041,BEA,285,138,N2
MBPR026,10.8739,Mesitylene,C9H12,88.58576137,BEA,282,130,N2
MBPR039_02,10.9626,"Pentane, 2,2-dimethyl-",C7H16,82.17777998,Ru/C 5wt.%,280,134,N2
MBPR022,10.9774,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR026,10.9798,"Undecane, 2,3-dimethyl-",C13H28,70.7903494,BEA,282,130,N2
MBPR038_02,11.0863,"Benzene, 1,2,3-trimethyl-",C9H12,60.49780638,Ru/C 5wt.%,280,134,N2
MBPR039_02,11.0909,"Hexane, 2,2,4-trimethyl-",C9H20,60.86099013,Ru/C 5wt.%,280,134,N2
MBPR038_02,11.3468,"Benzene, 1,2,4-trimethyl-",C9H12,94.9392378,Ru/C 5wt.%,280,134,N2
MBPR039_02,11.3484,"Benzene, 1,2,4-trimethyl-",C9H12,95.43768093,Ru/C 5wt.%,280,134,N2
MBPR032,11.3571,"Benzene, 1,2,4-trimethyl-",C9H12,95.12335796,BEA,287,150,N2
MBPR031,11.3582,"Benzene, 1,2,4-trimethyl-",C9H12,81.52473009,Ru/C+BEA 5wt.%,280,157,N2
MBPR029,11.3589,"Benzene, 1,2,4-trimethyl-",C9H12,94.84117738,BEA,275,115,N2
MBPR028,11.3594,"Benzene, 1,2,4-trimethyl-",C9H12,91.87047803,Ru/C+BEA 5wt.%,272,130,N2
MBPR022,11.3651,"Benzene, 1,2,3-trimethyl-",C9H12,88.25033304,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,11.3655,"Benzene, 1,2,4-trimethyl-",C9H12,92.99302136,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,11.3666,"Benzene, 1,2,4-trimethyl-",C9H12,94.8349488,BEA,282,130,N2
MBPR023,11.3691,"Benzene, 1,2,3-trimethyl-",C9H12,88.33041862,BEA,285,138,N2
MBPR038_02,11.3941,"Pentane, 2,3,3-trimethyl-",C8H18,87.32714734,Ru/C 5wt.%,280,134,N2
MBPR025,11.6498,"Pentane, 3-ethyl-3-methyl-",C8H18,66.51213525,Ru/C+BEA 5wt.%,278,145,N2
MBPR039_02,11.6548,"Pentane, 2,2-dimethyl-",C7H16,83.11213422,Ru/C 5wt.%,280,134,N2
MBPR038_02,11.6563,"3,4-Hexanedione, 2,2,5-trimethyl-",C9H16O2,82.10937314,Ru/C 5wt.%,280,134,N2
MBPR032,11.6693,"Hexane, 3,3-dimethyl-",C8H18,77.74394142,BEA,287,150,N2
MBPR026,11.6723,3-Ethyl-3-methylheptane,C10H22,79.24756519,BEA,282,130,N2
MBPR038_02,11.7615,3-Ethyl-3-methylheptane,C10H22,84.1356644,Ru/C 5wt.%,280,134,N2
MBPR039_02,11.7616,"4,4-Dimethyl octane",C10H22,84.38695869,Ru/C 5wt.%,280,134,N2
MBPR028,11.7695,"Pentane, 3-ethyl-3-methyl-",C8H18,84.1416363,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,11.7723,"Pentane, 2,2-dimethyl-",C7H16,79.63627211,BEA,275,115,N2
MBPR032,11.7723,"Heptane, 3-methyl-",C8H18,77.5500109,BEA,287,150,N2
MBPR026,11.7772,"Pentane, 2,2-dimethyl-",C7H16,86.37352239,BEA,282,130,N2
MBPR023,11.7791,"Pentane, 3-ethyl-3-methyl-",C8H18,72.62470095,BEA,285,138,N2
MBPR026,11.8306,"Heptane, 3,3,5-trimethyl-",C10H22,85.41397134,BEA,282,130,N2
MBPR039_02,11.8998,"Benzene, 1-ethyl-4-methyl-",C9H12,84.55030953,Ru/C 5wt.%,280,134,N2
MBPR038_02,11.9048,"Benzene, 1,2,3-trimethyl-",C9H12,77.69319354,Ru/C 5wt.%,280,134,N2
MBPR039_02,11.9056,"Benzene, (1,3,3-trimethylnonyl)-",C18H30,68.97239903,Ru/C 5wt.%,280,134,N2
MBPR038_02,11.9104,"Octane, 3,3-dimethyl-",C10H22,79.56265471,Ru/C 5wt.%,280,134,N2
MBPR039_02,11.9119,"Nonane, 3,7-dimethyl-",C11H24,82.6002902,Ru/C 5wt.%,280,134,N2
MBPR032,11.9135,"Benzene, 1,2,3-trimethyl-",C9H12,74.62142274,BEA,287,150,N2
MBPR029,11.9151,"Benzene, 1,2,3-trimethyl-",C9H12,64.7529116,BEA,275,115,N2
MBPR028,11.9166,"Benzene, (1,3,3-trimethylnonyl)-",C18H30,62.28912381,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,11.9187,"Benzene, 1-ethyl-4-methyl-",C9H12,78.72525618,BEA,282,130,N2
MBPR025,11.9209,"Benzene, (1,3,3-trimethylnonyl)-",C18H30,67.68730078,Ru/C+BEA 5wt.%,278,145,N2
MBPR022,11.9225,"Benzene, (1,3,3-trimethylnonyl)-",C18H30,61.88234643,Ru/C+BEA 5wt.%,281,138,N2
MBPR026,11.9253,"Octane, 3,3-dimethyl-",C10H22,87.00887153,BEA,282,130,N2
MBPR023,11.9266,"Benzene, (1,3,3-trimethylnonyl)-",C18H30,63.23454789,BEA,285,138,N2
MBPR038_02,12.0275,"Nonane, 3,7-dimethyl-",C11H24,89.14862931,Ru/C 5wt.%,280,134,N2
MBPR039_02,12.028,"Decane, 2,9-dimethyl-",C12H26,83.96042182,Ru/C 5wt.%,280,134,N2
MBPR029,12.0385,"2,2,6,6-Tetramethylheptane",C11H24,80.94378518,BEA,275,115,N2
MBPR028,12.0396,"Nonane, 3,7-dimethyl-",C11H24,82.17777096,Ru/C+BEA 5wt.%,272,130,N2
MBPR022,12.042,"Nonane, 3,7-dimethyl-",C11H24,86.91553464,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,12.0451,"Nonane, 3,7-dimethyl-",C11H24,91.24752358,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,12.0458,"Nonane, 3,7-dimethyl-",C11H24,87.3473649,BEA,282,130,N2
MBPR023,12.0484,"Nonane, 3,7-dimethyl-",C11H24,80.54632941,BEA,285,138,N2
MBPR040_02,12.0652,"Hexane, 3,3-dimethyl-",C8H18,78.28693853,Ru/C 5wt.%,280,134,N2
MBPR039_02,12.1093,"Nonane, 3,7-dimethyl-",C11H24,87.33157529,Ru/C 5wt.%,280,134,N2
MBPR038_02,12.3934,"Benzene, 1-methyl-4-propyl-",C10H14,75.06267948,Ru/C 5wt.%,280,134,N2
MBPR039_02,12.3954,"Benzene, 1-methyl-4-propyl-",C10H14,78.50370313,Ru/C 5wt.%,280,134,N2
MBPR029,12.4014,"Benzene, 1-methyl-4-propyl-",C10H14,71.43365468,BEA,275,115,N2
MBPR032,12.4048,"Benzene, 1-methyl-4-propyl-",C10H14,84.09754912,BEA,287,150,N2
