Sample Name,FID RT,Compound Name,Formula,Match Factor,Catalyst,Reaction Temperature (C),Reaction pressure (psi),Gas
MBPR029,22.6537,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,62.85599372,BEA,275,115,N2
MBPR038_02,22.7258,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,71.97908205,Ru/C 5wt.%,280,134,N2
MBPR039_02,22.7279,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,66.15738609,Ru/C 5wt.%,280,134,N2
MBPR032,22.7394,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,68.86746404,BEA,287,150,N2
MBPR026,22.7438,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,58.44329908,BEA,282,130,N2
MBPR032,22.9128,1-Ethoxy-2-phenylmethylbenzene,C15H16O,55.71365092,BEA,287,150,N2
MBPR038_02,22.9911,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,82.19899082,Ru/C 5wt.%,280,134,N2
MBPR039_02,22.9952,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,73.74300209,Ru/C 5wt.%,280,134,N2
MBPR032,23.0063,"6-Isopropyl-1,4-dimethylnaphthalene",C15H18,79.9586674,BEA,287,150,N2
MBPR028,23.0119,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,60.00320932,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,23.0173,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,68.03203574,BEA,282,130,N2
MBPR040_02,23.0737,"Decane, 6-ethyl-2-methyl-",C13H28,89.22091253,Ru/C 5wt.%,280,134,N2
MBPR033,23.0864,"Undecane, 3,8-dimethyl-",C13H28,89.95641812,Ru/C 5wt.%,280,134,N2
MBPR030,23.0877,"Nonane, 5-methyl-5-propyl-",C13H28,77.86585841,Ru/C 5wt.%,263,119,N2
MBPR038_02,23.2101,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,76.43848652,Ru/C 5wt.%,280,134,N2
MBPR039_02,23.2111,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,82.41816106,Ru/C 5wt.%,280,134,N2
MBPR032,23.2229,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,78.7906662,BEA,287,150,N2
MBPR028,23.228,"ethanone, 1-(5,8-dimethyl-1-naphthalenyl)-",C14H14O,75.67705462,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,23.2343,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,65.42587621,BEA,282,130,N2
MBPR038_02,23.3838,"Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",C34H50O4,79.09825055,Ru/C 5wt.%,280,134,N2
MBPR039_02,23.3857,"Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",C34H50O4,80.89718953,Ru/C 5wt.%,280,134,N2
MBPR032,23.398,"Sebacic acid, ethyl 4-(2-phenylpropyl-2)-phenyl ester",C27H36O4,77.94520203,BEA,287,150,N2
MBPR023,23.4002,3-Phenyl-4-hydroxyacetophenone,C14H12O2,58.64945205,BEA,285,138,N2
MBPR026,23.4065,"Sebacic acid, ethyl 4-(2-phenylpropyl-2)-phenyl ester",C27H36O4,73.59127324,BEA,282,130,N2
MBPR032,23.57949678,No Match,,,BEA,287,150,N2
MBPR039_02,23.825,"Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",C34H50O4,60.2476191,Ru/C 5wt.%,280,134,N2
MBPR040_02,24.0428,"Undecane, 3,8-dimethyl-",C13H28,84.63676378,Ru/C 5wt.%,280,134,N2
MBPR033,24.0525,"Dodecane, 2,6,10-trimethyl-",C15H32,87.08662028,Ru/C 5wt.%,280,134,N2
MBPR030,24.0544,"Hexane, 3,3-dimethyl-",C8H18,58.050692,Ru/C 5wt.%,263,119,N2
MBPR039_02,24.0882,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR040_02,24.1155,2-Dodecanone,C12H24O,76.19980644,Ru/C 5wt.%,280,134,N2
MBPR030,24.1319,2-Pentadecanone,C15H30O,73.21173063,Ru/C 5wt.%,263,119,N2
MBPR027,24.1412,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR038_02,24.6307,"Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",C34H50O4,81.18984961,Ru/C 5wt.%,280,134,N2
MBPR039_02,24.636,"Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",C34H50O4,82.70267626,Ru/C 5wt.%,280,134,N2
MBPR032,24.6525,"Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",C34H50O4,80.3863127,BEA,287,150,N2
MBPR026,24.6589,"Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",C34H50O4,80.35070647,BEA,282,130,N2
MBPR026,24.9203,No Match,,,BEA,282,130,N2
MBPR040_02,24.9694,"2,6,10-Trimethyltridecane",C16H34,88.9873216,Ru/C 5wt.%,280,134,N2
MBPR033,24.9805,"Undecane, 3,8-dimethyl-",C13H28,88.62605906,Ru/C 5wt.%,280,134,N2
MBPR030,24.982,Nonadecane,C19H40,82.81771154,Ru/C 5wt.%,263,119,N2
MBPR027,24.9913,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR029,25.614,No Match,,,BEA,275,115,N2
MBPR024,25.849,"2,2,4,4-Tetramethyloctane",C12H26,63.22043924,Ru/C 5wt.%,281,127,N2
MBPR032,25.8505,"2,4,6-Tris(1,1-dimethylethyl)-4-methylcyclohexa-2,5-dien-1-one",C19H32O,65.79879365,BEA,287,150,N2
MBPR038_02,25.8546,1-Ethyl-2-methylphenanthrene,C17H16,57.35704362,Ru/C 5wt.%,280,134,N2
MBPR040_02,25.8576,"Undecane, 3,8-dimethyl-",C13H28,88.67068078,Ru/C 5wt.%,280,134,N2
MBPR033,25.8687,"Undecane, 3,8-dimethyl-",C13H28,84.66827057,Ru/C 5wt.%,280,134,N2
MBPR030,25.8706,"Undecane, 3,8-dimethyl-",C13H28,78.00466765,Ru/C 5wt.%,263,119,N2
MBPR040_02,25.955,2-Hexadecanone,C16H32O,80.18537597,Ru/C 5wt.%,280,134,N2
MBPR033,25.9671,2-Pentadecanone,C15H30O,80.40184991,Ru/C 5wt.%,280,134,N2
MBPR030,25.9694,2-Pentadecanone,C15H30O,82.18491129,Ru/C 5wt.%,263,119,N2
MBPR038_02,25.9797,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR024,25.9864,"Cyclobutanol, 1-butyl-",C8H16O,68.34786825,Ru/C 5wt.%,281,127,N2
MBPR032,26.2595,No Match,,,BEA,287,150,N2
MBPR038_02,26.2687,1-Ethyl-2-methylphenanthrene,C17H16,56.192958,Ru/C 5wt.%,280,134,N2
MBPR039_02,26.3027,"3,5-di-tert-Butyl-4-hydroxyanisole",C15H24O2,59.58213765,Ru/C 5wt.%,280,134,N2
MBPR031,26.362,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR039_02,26.5182,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR040_02,26.7108,"3-Ethyl-2,6,10-trimethylundecane",C16H34,86.55976824,Ru/C 5wt.%,280,134,N2
MBPR033,26.7219,Hexadecane,C16H34,85.86668196,Ru/C 5wt.%,280,134,N2
MBPR030,26.723,"3-Ethyl-2,6,10-trimethylundecane",C16H34,84.6539816,Ru/C 5wt.%,263,119,N2
MBPR024,26.7288,"Undecane, 3,8-dimethyl-",C13H28,73.1851534,Ru/C 5wt.%,281,127,N2
MBPR027,26.7303,Heptacosane,C27H56,71.26256537,Ru/C 5wt.%,278,130,N2
MBPR032,26.7367,3-Ethoxy-6-(1-tetrahydropyranoxy-5-methyl-4-hexenyl)-2-cyclohexenone,C20H32O4,50.08328295,BEA,287,150,N2
MBPR028,26.818,"Phthalic acid, cis-hex-3-enyl heptadecyl ester",C31H50O4,52.50557792,Ru/C+BEA 5wt.%,272,130,N2
MBPR038_02,27.1428,"Ethanone, 1-(4,6-dihydroxy-2,3,5-trimethyl-7-benzofuranyl)-",C13H14O4,60.13078471,Ru/C 5wt.%,280,134,N2
MBPR039_02,27.1463,2-Isopropyl-10-methylphenanthrene,C18H18,68.26930055,Ru/C 5wt.%,280,134,N2
MBPR032,27.1578,"4-tert-Butyl-2,6-diisopropylphenyl acetate",C18H28O2,67.6314469,BEA,287,150,N2
MBPR026,27.18421693,No Match,,,BEA,282,130,N2
MBPR026,27.2445,"Benzenebutyric acid, 2,3-dimethoxy-",C12H16O4,53.38828424,BEA,282,130,N2
MBPR029,27.288,No Match,,,BEA,275,115,N2
MBPR038_02,27.3005,2-Isopropyl-10-methylphenanthrene,C18H18,63.04598419,Ru/C 5wt.%,280,134,N2
MBPR029,27.3018,"Isophthalic acid, 2-isopropoxyphenyl pentyl ester",C22H26O5,63.45741839,BEA,275,115,N2
MBPR040_02,27.3268,2-Ethoxyethyl acrylate,C7H12O3,66.16754956,Ru/C 5wt.%,280,134,N2
MBPR039_02,27.389,2-Isopropyl-10-methylphenanthrene,C18H18,57.82805441,Ru/C 5wt.%,280,134,N2
MBPR038_02,27.392,Retene,C18H18,55.257026,Ru/C 5wt.%,280,134,N2
MBPR032,27.4351,Wampetin,C21H18O6,59.25489949,BEA,287,150,N2
MBPR040_02,27.5288,Tetracosane,C24H50,87.23003683,Ru/C 5wt.%,280,134,N2
MBPR033,27.5404,Tetracosane,C24H50,87.80348052,Ru/C 5wt.%,280,134,N2
MBPR030,27.5407,"Hexane, 3,3-dimethyl-",C8H18,70.11420356,Ru/C 5wt.%,263,119,N2
MBPR038_02,27.5866,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,27.5932,"3,5-di-tert-Butyl-4-hydroxyacetophenone",C16H24O2,57.24738029,Ru/C 5wt.%,280,134,N2
MBPR040_02,27.6458,2-Nonadecanone,C19H38O,81.84179247,Ru/C 5wt.%,280,134,N2
MBPR033,27.6595,2-Octanone,C8H16O,72.5002073,Ru/C 5wt.%,280,134,N2
MBPR030,27.6602,"2-Nonanone, 9-hydroxy-",C9H18O2,74.65723377,Ru/C 5wt.%,263,119,N2
MBPR025,27.6648,"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-1-phenylprop-2-en-1-one",C18H16O5,54.71224447,Ru/C+BEA 5wt.%,278,145,N2
MBPR027,27.6693,"meso-3,4-Hexanediol",C6H14O2,75.72934872,Ru/C 5wt.%,278,130,N2
MBPR024,27.6711,2-Dodecanone,C12H24O,83.64828983,Ru/C 5wt.%,281,127,N2
MBPR032,27.68945164,No Match,,,BEA,287,150,N2
MBPR032,27.7752,"2-Naphthoic acid, 6-hydroxy-5,7-dimethoxy-, acetate",C15H14O6,50.93241716,BEA,287,150,N2
MBPR032,27.8587,No Match,,,BEA,287,150,N2
MBPR024,27.93654728,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR029,28.0394,No Match,,,BEA,275,115,N2
MBPR039_02,28.1953,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR029,28.27835317,No Match,,,BEA,275,115,N2
MBPR040_02,28.3183,Heneicosane,C21H44,85.99996892,Ru/C 5wt.%,280,134,N2
MBPR024,28.3231,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,59.03326724,Ru/C 5wt.%,281,127,N2
MBPR040_02,28.328,Heneicosane,C21H44,84.36515322,Ru/C 5wt.%,280,134,N2
MBPR033,28.3292,"3-Ethyl-2,6,10-trimethylundecane",C16H34,84.60349504,Ru/C 5wt.%,280,134,N2
MBPR030,28.3293,"3-Ethyl-2,6,10-trimethylundecane",C16H34,80.8986855,Ru/C 5wt.%,263,119,N2
MBPR024,28.3375,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR027,28.3383,"Hexane, 3-ethyl-3-methyl-",C9H20,72.77706953,Ru/C 5wt.%,278,130,N2
MBPR024,28.3824,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,67.88559922,Ru/C 5wt.%,281,127,N2
MBPR038_02,28.46485956,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR029,28.4867,No Match,,,BEA,275,115,N2
MBPR022,28.5535,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR038_02,28.6263,"8-Isopropyl-1,3-dimethylphenanthrene",C19H20,51.46376789,Ru/C 5wt.%,280,134,N2
MBPR039_02,28.6282,"8-Isopropyl-1,3-dimethylphenanthrene",C19H20,53.38326332,Ru/C 5wt.%,280,134,N2
MBPR032,28.6391,No Match,,,BEA,287,150,N2
MBPR025,28.7591,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,67.59810223,Ru/C+BEA 5wt.%,278,145,N2
MBPR033,28.864,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,28.8845,No Match,,,BEA,287,150,N2
MBPR027,28.93022886,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR030,29.0131,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR040_02,29.0771,Tetracosane,C24H50,85.3389567,Ru/C 5wt.%,280,134,N2
MBPR033,29.0907,"Nonane, 2,2,4,4,6,8,8-heptamethyl-",C16H34,74.50380229,Ru/C 5wt.%,280,134,N2
MBPR030,29.0915,"Decane, 3-ethyl-3-methyl-",C13H28,71.65281,Ru/C 5wt.%,263,119,N2
MBPR033,29.0967,Hexacosane,C26H54,74.185834,Ru/C 5wt.%,280,134,N2
MBPR030,29.0982,Dodecane,C12H26,56.14439927,Ru/C 5wt.%,263,119,N2
MBPR040_02,29.2123,"Carbonic acid, heptadecyl prop-1-en-2-yl ester",C21H40O3,71.94648967,Ru/C 5wt.%,280,134,N2
MBPR038_02,29.2215,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR033,29.2255,2-Octanone,C8H16O,64.96389134,Ru/C 5wt.%,280,134,N2
MBPR030,29.2259,2-Pentadecanone,C15H30O,81.21389858,Ru/C 5wt.%,263,119,N2
MBPR032,29.2287,No Match,,,BEA,287,150,N2
MBPR027,29.2327,2-Pentadecanone,C15H30O,72.93754958,Ru/C 5wt.%,278,130,N2
MBPR024,29.2357,"meso-3,4-Hexanediol",C6H14O2,72.38937559,Ru/C 5wt.%,281,127,N2
MBPR024,29.2574,"Glutaric acid, di(2-isopropoxyphenyl) ester",C23H28O6,55.37116828,Ru/C 5wt.%,281,127,N2
MBPR040_02,29.3303,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR030,29.4391,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR038_02,29.8003,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,29.8038,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR040_02,29.811,3-Ethyl-3-methylheptane,C10H22,82.58762305,Ru/C 5wt.%,280,134,N2
MBPR038_02,29.8159,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR028,29.81923103,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR030,29.821,"Hexane, 3,3-dimethyl-",C8H18,81.812298,Ru/C 5wt.%,263,119,N2
MBPR033,29.8222,Hexadecane,C16H34,80.26663399,Ru/C 5wt.%,280,134,N2
MBPR027,29.8295,"3-Ethyl-2,6,10-trimethylundecane",C16H34,77.9845775,Ru/C 5wt.%,278,130,N2
MBPR024,29.8308,"Nonane, 2,2,4,4,6,8,8-heptamethyl-",C16H34,68.21386647,Ru/C 5wt.%,281,127,N2
MBPR027,29.839,"Heneicosane, 3-methyl-",C22H46,53.01801469,Ru/C 5wt.%,278,130,N2
MBPR030,29.9833,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,67.82869649,Ru/C 5wt.%,263,119,N2
MBPR029,30.0086,No Match,,,BEA,275,115,N2
MBPR039_02,30.0096,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR022,30.02082667,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR023,30.0654,No Match,,,BEA,285,138,N2
MBPR032,30.0721,"5-Benzofuranpropanol, 2-(1,3-benzodioxol-5-yl)-7-methoxy-",C19H18O5,57.8124813,BEA,287,150,N2
MBPR033,30.1388,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,30.2036,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR027,30.23736848,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR027,30.26484921,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR027,30.2733,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR039_02,30.3031,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR027,30.3043,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR023,30.3049,"3,4-Dimethoxycinnamic acid",C11H12O4,55.44644343,BEA,285,138,N2
MBPR031,30.30753466,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR033,30.3101,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR023,30.313,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,66.78574103,BEA,285,138,N2
MBPR032,30.3236,No Match,,,BEA,287,150,N2
MBPR033,30.378,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR029,30.3968,No Match,,,BEA,275,115,N2
MBPR029,30.4172,No Match,,,BEA,275,115,N2
MBPR038_02,30.453,2-Acetyl-6-(adamantyl-1)naphthalene,C22H24O,65.8070939,Ru/C 5wt.%,280,134,N2
MBPR022,30.4582,"Ether, bis(p-tert-butylphenyl)",C20H26O,56.22544967,Ru/C+BEA 5wt.%,281,138,N2
MBPR030,30.4644,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR027,30.50106186,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR023,30.5135,No Match,,,BEA,285,138,N2
MBPR022,30.5198,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR023,30.5258,No Match,,,BEA,285,138,N2
MBPR040_02,30.5403,"Tridecane, 3-methyl-",C14H30,73.27801401,Ru/C 5wt.%,280,134,N2
MBPR033,30.5545,"Undecane, 2,4-dimethyl-",C13H28,61.09745893,Ru/C 5wt.%,280,134,N2
MBPR030,30.5556,"Fumaric acid, isobutyl tetrahydrofurfuryl ester",C13H20O5,57.77170716,Ru/C 5wt.%,263,119,N2
MBPR024,30.577,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR025,30.5933,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR040_02,30.60897273,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR029,30.6139,No Match,,,BEA,275,115,N2
MBPR033,30.6187,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR033,30.62523058,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR024,30.62647926,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR027,30.6279,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR039_02,30.6369705,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR031,30.6497,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR029,30.6533,No Match,,,BEA,275,115,N2
MBPR028,30.66228088,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,30.666,No Match,,,BEA,275,115,N2
MBPR030,30.6796,"Phenanthrene, 9-methoxy-",C15H12O,55.31583036,Ru/C 5wt.%,263,119,N2
MBPR025,30.6874,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,54.13139377,Ru/C+BEA 5wt.%,278,145,N2
MBPR038_02,30.6926,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR023,30.6999,"Succinic acid, di(2-methylphenyl) ester",C18H18O4,51.8164992,BEA,285,138,N2
MBPR040_02,30.6999,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR027,30.7036,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR040_02,30.7085,2-Pentadecanone,C15H30O,75.56864324,Ru/C 5wt.%,280,134,N2
MBPR022,30.7099,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR040_02,30.7194,2-Tetradecanone,C14H28O,59.45372823,Ru/C 5wt.%,280,134,N2
MBPR033,30.7218,2-Hexadecanone,C16H32O,74.18711023,Ru/C 5wt.%,280,134,N2
MBPR030,30.7224,2-Tetradecanone,C14H28O,67.96902679,Ru/C 5wt.%,263,119,N2
MBPR032,30.7302,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,62.50082512,BEA,287,150,N2
MBPR027,30.7308,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR024,30.7332,"2,3,4-Trimethyl-2-pentanol",C8H18O,60.0315146,Ru/C 5wt.%,281,127,N2
MBPR032,30.737,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,69.87024063,BEA,287,150,N2
MBPR024,30.7396,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR031,30.7419,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR023,30.7459,No Match,,,BEA,285,138,N2
MBPR032,30.75941714,No Match,,,BEA,287,150,N2
MBPR026,30.7595,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,53.30426102,BEA,282,130,N2
MBPR022,30.7614,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR040_02,30.8121,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR024,30.8168,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR023,30.8178,No Match,,,BEA,285,138,N2
MBPR040_02,30.82350899,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR040_02,30.834,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR030,30.8364,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR024,30.8367,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR024,30.8516,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR028,30.85800492,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,30.8644,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,62.0917468,BEA,275,115,N2
MBPR040_02,30.8736,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR027,30.8744,"Phthalic acid, 3,5-dimethylphenyl 4-isopropylphenyl ester",C25H24O4,63.3725073,Ru/C 5wt.%,278,130,N2
MBPR029,30.8767,No Match,,,BEA,275,115,N2
MBPR023,30.8768,No Match,,,BEA,285,138,N2
MBPR030,30.8822,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR031,30.89677963,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR029,30.89889375,No Match,,,BEA,275,115,N2
MBPR028,30.9013,"4H-1-Benzopyran-4-one, 6,7-dimethoxy-3-phenyl-",C17H14O4,72.79080063,Ru/C+BEA 5wt.%,272,130,N2
MBPR023,30.9039,No Match,,,BEA,285,138,N2
MBPR038_02,30.9067,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR027,30.9075,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,51.32018783,Ru/C 5wt.%,278,130,N2
MBPR031,30.9106,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR025,30.9116,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR022,30.9149,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR039_02,30.9154,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR023,30.9157,No Match,,,BEA,285,138,N2
MBPR027,30.9174,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,68.73515803,Ru/C 5wt.%,278,130,N2
MBPR031,30.91980778,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR029,30.9233,No Match,,,BEA,275,115,N2
MBPR039_02,30.9241,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,66.81790044,Ru/C 5wt.%,280,134,N2
MBPR039_02,30.93032291,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,30.9365,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,55.38790434,BEA,287,150,N2
MBPR023,30.9391,No Match,,,BEA,285,138,N2
MBPR022,30.9422,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,52.58757006,Ru/C+BEA 5wt.%,281,138,N2
MBPR029,30.9445,No Match,,,BEA,275,115,N2
MBPR027,30.9531,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,74.31771369,Ru/C 5wt.%,278,130,N2
MBPR026,30.9538,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,72.24640556,BEA,282,130,N2
MBPR022,30.9558,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,50.49777169,Ru/C+BEA 5wt.%,281,138,N2
MBPR023,30.9612,No Match,,,BEA,285,138,N2
MBPR031,30.9636,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR033,30.9665,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR038_02,30.9703,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR031,30.9741,No Match,,,Ru/C+BEA 5wt.%,280,157,N2
MBPR022,30.9821,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR039_02,30.98314502,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR023,30.98821462,No Match,,,BEA,285,138,N2
MBPR028,30.9999,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,30.99998451,Nonanal dimethyl acetal,C11H24O2,51.41041819,BEA,282,130,N2
MBPR030,31.0117,No Match,,,Ru/C 5wt.%,263,119,N2
MBPR024,31.025,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR029,31.02697135,No Match,,,BEA,275,115,N2
MBPR040_02,31.0323,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,66.51825563,Ru/C 5wt.%,280,134,N2
MBPR033,31.033,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR032,31.0345,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,61.358925,BEA,287,150,N2
MBPR038_02,31.0348,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR033,31.0434,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR033,31.0486,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR033,31.058,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR024,31.0714,No Match,,,Ru/C 5wt.%,281,127,N2
MBPR024,31.0912,"1(3H)-Isobenzofuranone, 3,3-dimethyl-",C10H10O2,61.51847983,Ru/C 5wt.%,281,127,N2
MBPR039_02,31.09721613,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR022,31.1023,No Match,,,Ru/C+BEA 5wt.%,281,138,N2
MBPR029,31.1038,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,57.4781195,BEA,275,115,N2
MBPR030,31.1188,No Match,,,Ru/C 5wt.%,263,119,N2
